,Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score,Total_Days
7056,1,1,0,41,3,11,4,6.0,7.3,0.52,5078
7057,1,1,1,56,7,12,1,4.0,4.4,0.45,5360
7058,1,1,1,60,17,7,2,4.0,6.1,0.54,5326
7059,1,1,1,26,13,5,3,4.0,6.4,0.48,5396
7060,1,1,1,22,9,9,1,2.0,4.1,0.45,5187
7061,0,1,0,63,15,10,2,5.0,6.5,0.51,5246
7062,1,0,1,21,4,9,2,5.0,5.1,0.47,5259
7063,1,0,1,53,14,5,1,1.0,3.7,0.22,5382
7064,0,1,0,36,13,0,2,5.0,5.9,0.59,5119
7065,1,0,0,61,11,3,3,7.0,5.7,0.54,5220
7066,1,1,1,22,15,8,1,2.0,5.9,0.36,5126
7067,0,0,1,63,13,6,0,3.0,4.7,0.34,5146
7068,0,0,1,30,20,0,1,5.0,5.7,0.51,5068
7069,1,0,0,22,12,3,0,1.0,3.2,0.22,5375
7070,1,0,1,55,14,8,3,6.0,5.2,0.37,5155
7071,1,0,0,39,18,1,4,6.0,5.9,0.65,5366
7072,1,1,1,65,4,4,3,6.0,6.4,0.59,5082
7073,0,1,1,64,11,2,3,4.0,6.2,0.49,5313
7074,1,1,1,55,13,7,0,1.0,5.9,0.08,5055
7075,1,0,1,45,17,9,2,2.0,4.1,0.21,5384
7076,0,0,0,49,7,11,3,6.0,6.4,0.61,5220
7077,1,0,1,54,14,7,3,6.0,5.1,0.45,5313
7078,1,0,0,42,4,5,3,6.0,8.8,0.7,5361
7079,0,0,1,32,4,6,3,5.0,6.8,0.45,5128
7080,0,0,0,46,20,8,2,6.0,7.5,0.53,5107
7081,0,0,1,41,15,12,2,3.0,4.6,0.42,5318
7082,0,1,0,63,9,10,3,4.0,6.0,0.39,5264
7083,1,0,1,21,10,9,1,2.0,4.6,0.36,5275
7084,1,0,0,36,16,11,4,4.0,7.7,0.75,5165
7085,1,0,0,47,1,0,4,8.0,5.4,0.51,5318
7086,1,0,0,57,13,3,1,4.0,5.2,0.32,5402
7087,0,0,0,59,9,2,4,4.0,5.9,0.54,5049
7088,1,1,1,45,15,12,1,3.0,4.7,0.32,5323
7089,1,1,0,42,17,6,2,4.0,5.9,0.6,5210
7090,0,0,1,25,16,10,1,3.0,3.9,0.32,5141
7091,0,1,1,57,14,3,2,4.0,5.9,0.47,5101
7092,1,0,1,37,18,7,1,3.0,5.8,0.36,5324
7093,0,0,0,44,8,10,2,4.0,5.9,0.38,5411
7094,0,0,0,62,4,2,3,6.0,6.8,0.58,5386
7095,1,0,1,61,18,12,2,3.0,5.5,0.33,5150
7096,0,1,0,51,17,11,4,8.0,8.3,0.65,5082
7097,0,0,0,55,10,7,1,2.0,4.8,0.34,5211
7098,1,0,0,57,7,4,0,2.0,3.8,0.15,5404
7099,1,0,0,63,8,0,1,1.0,0.8,0.45,5231
7100,0,0,1,25,4,4,1,4.0,5.3,0.39,5114
7101,0,0,0,62,20,11,3,6.0,7.7,0.56,5370
7102,0,0,0,41,20,1,4,6.0,7.3,0.64,5128
7103,0,0,1,50,1,7,2,4.0,5.4,0.38,5273
7104,0,1,1,32,9,5,2,4.0,5.2,0.36,5193
7105,1,1,1,37,2,10,3,6.0,5.6,0.36,5321
7106,0,0,0,23,18,1,1,2.0,3.2,0.24,5304
7107,1,0,1,50,17,8,2,3.0,4.6,0.39,5329
7108,1,1,1,52,7,0,3,5.0,5.9,0.42,5236
7109,0,1,1,24,15,3,1,2.0,6.0,0.4,5121
7110,1,0,1,36,16,7,4,8.0,9.0,0.85,5362
7111,0,0,1,36,7,5,1,4.0,4.8,0.41,5362
7112,0,0,0,25,10,9,2,3.0,5.9,0.45,5115
7113,0,0,0,21,10,4,1,3.0,5.9,0.56,5285
7114,1,0,0,31,1,9,1,4.0,5.8,0.42,5090
7115,0,0,0,55,18,2,4,8.0,7.1,0.63,5287
7116,0,0,1,41,11,6,2,3.0,5.9,0.41,5388
7117,0,0,1,54,18,11,1,3.0,5.2,0.37,5228
7118,0,1,0,35,9,0,2,5.0,5.6,0.5,5357
7119,1,0,1,56,20,8,3,6.0,4.3,0.36,5341
7120,0,0,0,40,16,11,4,8.0,9.4,1.0,5111
7121,0,0,0,61,14,1,2,4.0,3.0,0.23,5117
7122,1,0,0,46,4,5,3,7.0,9.0,0.73,5177
7123,0,1,1,60,14,11,0,1.0,2.0,0.08,5393
7124,1,1,0,48,3,2,2,6.0,7.7,0.66,5397
7125,1,0,1,37,8,11,1,2.0,0.2,0.45,5410
7126,0,0,1,51,20,2,2,4.0,5.0,0.45,5302
7127,0,1,0,61,9,4,1,3.0,3.9,0.25,5079
7128,0,0,0,54,20,3,2,7.0,7.8,0.72,5179
7129,0,0,0,30,16,12,4,7.0,6.7,0.65,5357
7130,1,0,1,55,14,0,0,2.0,2.5,0.15,5068
7131,1,0,1,53,7,5,2,4.0,5.0,0.39,5231
7132,1,1,1,23,13,10,2,5.0,5.8,0.39,5275
7133,1,0,1,37,8,6,4,6.0,5.9,0.68,5410
7134,1,1,0,32,8,10,2,6.0,7.3,0.55,5338
7135,0,0,1,28,7,11,3,6.0,7.6,0.63,5216
7136,1,1,1,50,2,2,2,3.0,4.8,0.33,5155
7137,1,0,1,62,4,9,1,2.0,6.2,0.5,5112
7138,1,0,1,38,10,9,1,2.0,4.2,0.25,5288
7139,0,0,1,59,6,12,3,7.0,7.6,0.71,5388
7140,1,0,0,42,15,5,3,4.0,6.6,0.48,5280
7141,0,0,1,59,16,10,4,8.0,7.5,0.71,5309
7142,0,0,1,25,18,5,3,4.0,4.8,0.32,5245
7143,1,0,1,42,20,12,3,5.0,6.4,0.64,5292
7144,0,0,0,37,10,12,1,4.0,5.2,0.45,5377
7145,1,1,1,48,9,6,1,2.0,5.9,0.36,5156
7146,1,1,0,33,11,1,0,2.0,2.0,0.14,5375
7147,1,1,0,21,7,4,3,6.0,8.4,0.87,5315
7148,1,0,0,22,13,8,3,5.0,5.8,0.51,5325
7149,0,1,0,28,2,12,2,5.0,6.3,0.45,5110
7150,0,1,1,50,10,7,3,5.0,6.6,0.47,5085
7151,0,0,0,54,9,11,3,7.0,8.2,0.7,5149
7152,0,0,1,45,7,10,1,3.0,5.9,0.35,5352
7153,1,0,1,38,13,10,3,5.0,4.6,0.36,5136
7154,1,1,0,36,7,0,4,7.0,6.0,0.56,5054
7155,1,0,1,34,12,10,2,2.0,3.2,0.23,5360
7156,1,0,0,44,17,8,4,9.0,8.7,0.78,5054
7157,0,0,0,26,20,3,1,2.0,4.8,0.43,5309
7158,0,0,1,44,11,7,2,4.0,5.6,0.43,5177
7159,1,0,0,22,19,3,3,7.0,7.9,0.59,5234
7160,1,0,1,22,7,9,2,3.0,4.5,0.31,5215
7161,1,0,1,41,9,3,3,5.0,4.8,0.33,5386
7162,0,1,0,31,7,3,2,5.0,6.7,0.64,5169
7163,0,1,0,40,6,0,3,4.0,6.6,0.63,5347
7164,1,0,0,59,15,7,4,7.0,7.5,0.64,5115
7165,1,0,1,42,1,7,2,3.0,3.2,0.23,5130
7166,0,0,1,49,8,4,2,4.0,5.2,0.35,5279
7167,1,1,1,25,11,6,1,1.0,1.7,0.05,5402
7168,0,0,0,38,8,6,3,5.0,5.9,0.45,5283
7169,1,1,0,45,7,0,4,9.0,10.0,1.0,5232
7170,1,1,0,25,15,9,4,7.0,7.8,0.58,5127
7171,0,0,1,32,15,11,1,3.0,4.3,0.28,5401
7172,1,1,0,64,11,1,3,6.0,5.9,0.52,5065
7173,0,0,1,54,8,5,0,1.0,2.6,0.14,5109
7174,0,1,0,48,19,12,2,3.0,3.5,0.23,5302
7175,0,1,1,64,13,6,5,8.0,7.3,0.71,5196
7176,0,0,1,23,15,0,2,4.0,4.2,0.32,5067
7177,1,0,1,58,16,12,1,3.0,5.1,0.31,5271
7178,0,0,1,31,16,10,2,4.0,6.2,0.4,5346
7179,0,0,0,49,2,10,3,5.0,5.9,0.45,5111
7180,0,1,0,36,9,0,1,2.0,5.5,0.34,5320
7181,0,0,1,56,18,1,2,3.0,5.9,0.2,5138
7182,0,1,1,24,2,9,1,4.0,7.3,0.51,5317
7183,0,1,1,62,10,12,1,4.0,7.2,0.56,5049
7184,0,1,0,27,4,4,3,7.0,8.8,0.75,5089
7185,0,0,1,65,12,10,2,5.0,4.4,0.38,5062
7186,1,0,1,23,12,10,3,6.0,7.6,0.45,5089
7187,1,0,1,30,7,5,2,4.0,6.2,0.48,5135
7188,1,0,1,55,5,11,3,6.0,6.9,0.49,5133
7189,0,1,1,25,10,3,1,4.0,5.9,0.31,5115
7190,1,1,1,36,7,9,3,6.0,8.6,0.82,5231
7191,0,1,1,25,17,9,3,6.0,4.9,0.35,5327
7192,1,1,0,44,8,3,3,6.0,7.1,0.55,5253
7193,1,0,0,42,7,7,2,4.0,5.9,0.45,5292
7194,0,0,0,52,12,8,3,6.0,6.9,0.55,5176
7195,0,0,1,43,3,0,2,6.0,6.4,0.53,5092
7196,1,1,1,53,20,3,2,4.0,5.9,0.25,5081
7197,0,1,0,41,16,12,2,5.0,4.8,0.34,5195
7198,1,0,1,53,15,8,3,4.0,4.3,0.38,5151
7199,1,1,1,47,10,1,1,1.0,2.7,0.08,5295
7200,1,0,0,60,3,6,2,5.0,6.0,0.4,5355
7201,1,0,1,21,4,11,1,2.0,4.7,0.33,5190
7202,1,0,1,40,19,2,2,3.0,5.2,0.45,5171
7203,1,0,1,37,16,9,2,5.0,5.9,0.33,5398
7204,1,0,1,52,14,1,1,3.0,5.7,0.45,5187
7205,1,0,1,51,5,0,2,2.0,3.1,0.24,5225
7206,0,1,1,37,9,0,2,4.0,7.7,0.66,5255
7207,0,0,1,50,11,5,2,5.0,6.8,0.57,5226
7208,1,0,0,59,12,8,5,10.0,8.4,0.77,5059
7209,0,0,1,29,13,7,1,4.0,2.6,0.14,5132
7210,1,1,1,25,16,9,4,7.0,8.2,0.64,5053
7211,1,0,0,28,19,1,4,8.0,8.6,0.84,5070
7212,0,1,1,55,12,7,5,10.0,7.6,0.74,5315
7213,1,0,1,32,13,9,1,3.0,5.2,0.45,5099
7214,0,0,0,27,16,11,4,6.0,6.4,0.59,5291
7215,0,1,0,50,18,7,4,9.0,8.7,0.71,5151
7216,1,0,1,26,14,4,1,4.0,5.2,0.33,5342
7217,1,1,1,47,8,3,2,4.0,6.0,0.41,5274
7218,0,0,1,61,19,0,2,4.0,5.7,0.39,5097
7219,1,0,1,28,2,8,1,3.0,5.9,0.4,5354
7220,1,0,1,29,19,5,1,2.0,4.0,0.21,5064
7221,0,0,1,47,17,3,3,5.0,3.9,0.3,5220
7222,1,0,1,45,17,11,3,5.0,7.4,0.64,5333
7223,1,1,0,46,3,11,3,5.0,6.9,0.47,5346
7224,0,0,0,48,15,12,2,5.0,7.6,0.57,5156
7225,0,0,0,29,11,10,5,8.0,8.6,0.87,5104
7226,0,1,0,55,14,12,4,6.0,7.0,0.66,5216
7227,0,1,1,23,6,6,1,4.0,6.0,0.48,5217
7228,0,0,0,39,2,2,4,6.0,6.5,0.63,5084
7229,1,1,0,25,2,3,2,5.0,5.6,0.45,5204
7230,0,1,1,37,15,2,0,1.0,2.1,0.09,5129
7231,0,0,1,28,10,2,0,1.0,0.8,0.45,5412
7232,1,0,1,30,10,7,3,5.0,5.8,0.37,5169
7233,1,1,1,52,18,0,3,6.0,7.6,0.6,5132
7234,1,1,0,52,5,0,3,5.0,5.9,0.58,5285
7235,1,0,1,51,3,3,1,4.0,6.1,0.42,5122
7236,0,0,0,23,4,9,3,6.0,6.1,0.53,5083
7237,1,1,0,49,3,9,1,4.0,5.7,0.35,5378
7238,1,1,1,38,15,2,4,7.0,6.6,0.6,5253
7239,0,1,0,64,15,3,3,6.0,6.5,0.6,5338
7240,1,0,0,57,1,12,3,6.0,7.1,0.72,5196
7241,1,1,1,50,3,2,3,6.0,5.9,0.48,5372
7242,1,1,0,44,15,2,1,1.0,5.9,0.28,5182
7243,0,0,0,31,10,5,3,8.0,8.3,0.79,5052
7244,0,0,0,22,20,12,2,4.0,7.2,0.54,5132
7245,0,0,1,27,17,6,0,1.0,3.2,0.17,5245
7246,0,1,0,61,19,8,2,5.0,7.3,0.62,5160
7247,1,1,0,32,1,7,1,3.0,5.9,0.37,5257
7248,0,0,1,44,1,0,3,6.0,8.9,0.79,5222
7249,0,1,1,25,9,12,4,9.0,9.8,0.92,5093
7250,0,0,0,29,11,0,2,4.0,6.3,0.56,5212
7251,0,0,1,57,18,2,2,3.0,2.2,0.18,5185
7252,0,1,1,39,6,6,3,6.0,7.2,0.68,5281
7253,1,1,1,43,19,12,2,4.0,4.8,0.35,5235
7254,1,0,0,28,16,7,2,4.0,5.9,0.23,5150
7255,0,0,0,57,16,6,4,7.0,7.7,0.76,5345
7256,0,0,0,64,17,12,2,5.0,6.4,0.41,5148
7257,0,0,1,21,11,3,2,5.0,4.8,0.41,5409
7258,0,0,0,35,7,10,0,2.0,3.2,0.26,5198
7259,1,0,0,35,18,7,2,3.0,2.2,0.11,5219
7260,1,0,0,39,7,11,3,5.0,4.4,0.36,5294
7261,1,0,1,40,8,2,2,4.0,3.5,0.27,5161
7262,1,0,0,26,10,7,3,6.0,7.0,0.58,5160
7263,1,0,0,53,4,5,4,7.0,7.0,0.57,5108
7264,0,0,1,45,6,0,2,4.0,5.0,0.37,5133
7265,1,0,0,47,12,11,3,7.0,8.2,0.66,5350
7266,0,0,0,45,1,12,3,7.0,5.9,0.74,5257
7267,0,0,1,27,3,11,4,7.0,7.6,0.54,5142
7268,1,0,1,28,3,10,3,7.0,6.9,0.57,5082
7269,1,0,0,31,12,5,1,2.0,5.9,0.41,5208
7270,0,0,1,58,2,3,4,7.0,7.3,0.63,5328
7271,1,0,1,29,1,12,1,2.0,4.8,0.29,5274
7272,1,1,0,35,9,2,2,6.0,6.7,0.62,5395
7273,0,1,0,36,8,2,3,5.0,6.4,0.45,5097
7274,0,0,1,51,7,7,1,3.0,4.4,0.38,5234
7275,0,1,1,31,1,9,4,7.0,7.2,0.5,5327
7276,1,1,1,51,19,0,1,2.0,4.7,0.38,5069
7277,0,1,0,58,16,10,1,1.0,3.0,0.13,5133
7278,0,0,1,38,10,6,1,3.0,5.9,0.35,5247
7279,1,0,1,62,8,5,3,5.0,5.3,0.44,5198
7280,1,0,1,53,18,8,3,6.0,5.9,0.36,5204
7281,0,1,1,48,11,7,1,3.0,6.0,0.38,5154
7282,1,1,1,63,19,7,1,2.0,1.0,0.03,5208
7283,1,1,1,25,6,1,1,3.0,5.7,0.35,5115
7284,1,0,1,30,6,4,0,2.0,2.8,0.11,5178
7285,1,0,1,55,3,10,0,1.0,5.9,0.45,5234
7286,0,0,1,33,13,7,2,4.0,5.3,0.49,5060
7287,1,1,0,50,12,8,3,4.0,6.0,0.45,5080
7288,0,0,1,38,3,5,1,3.0,4.3,0.31,5405
7289,0,0,0,24,16,4,2,5.0,5.9,0.52,5324
7290,1,0,1,23,10,0,2,4.0,5.3,0.42,5413
7291,0,0,1,32,10,11,0,1.0,5.9,0.45,5260
7292,1,0,0,22,3,6,2,4.0,6.7,0.62,5085
7293,0,0,0,53,2,11,3,6.0,7.1,0.62,5231
7294,0,0,0,65,16,9,3,4.0,7.0,0.61,5157
7295,0,1,1,44,8,4,2,3.0,3.2,0.22,5131
7296,1,0,0,36,14,2,2,5.0,4.8,0.39,5303
7297,1,0,1,65,3,0,0,1.0,5.9,0.45,5342
7298,0,1,0,37,16,7,1,2.0,3.2,0.22,5114
7299,1,0,1,60,15,0,2,2.0,5.9,0.26,5396
7300,0,0,1,39,8,6,2,4.0,5.9,0.51,5327
7301,1,0,1,62,11,2,2,4.0,5.1,0.47,5141
7302,0,0,0,27,17,5,4,9.0,7.2,0.7,5111
7303,1,0,1,46,8,7,1,3.0,3.6,0.26,5100
7304,1,1,0,65,7,10,2,5.0,8.7,0.68,5406
7305,1,1,0,54,18,6,3,5.0,5.9,0.5,5184
7306,1,1,1,44,8,1,2,5.0,6.5,0.41,5372
7307,1,1,0,52,8,1,1,3.0,6.1,0.44,5078
7308,0,0,0,50,6,3,1,2.0,3.1,0.18,5380
7309,0,1,0,46,2,5,2,4.0,6.2,0.42,5108
7310,0,0,1,34,10,3,3,6.0,6.2,0.56,5143
7311,1,0,0,21,16,2,4,7.0,7.6,0.74,5236
7312,0,0,1,39,11,9,1,2.0,3.4,0.45,5329
7313,0,1,0,36,17,12,2,5.0,6.6,0.58,5283
7314,1,1,0,47,20,9,3,6.0,5.3,0.37,5358
7315,1,1,0,64,14,1,3,6.0,8.7,0.7,5340
7316,1,0,1,55,9,1,2,4.0,5.8,0.5,5120
7317,0,0,0,57,4,9,4,8.0,8.6,0.68,5267
7318,1,0,1,48,4,10,1,3.0,4.6,0.36,5400
7319,1,0,1,32,11,0,0,1.0,3.7,0.19,5245
7320,1,1,1,39,4,7,0,1.0,5.9,0.29,5322
7321,0,1,0,57,16,7,3,7.0,7.4,0.52,5299
7322,1,0,0,28,20,10,3,7.0,6.3,0.58,5333
7323,0,0,0,30,18,7,4,6.0,7.6,0.57,5263
7324,0,0,0,27,20,10,4,7.0,7.0,0.62,5063
7325,0,0,0,21,1,3,1,3.0,2.2,0.18,5399
7326,0,0,1,47,10,0,2,3.0,2.7,0.19,5344
7327,0,1,0,39,16,1,2,6.0,5.9,0.72,5126
7328,1,1,0,39,14,8,2,6.0,7.8,0.6,5355
7329,1,1,0,57,6,5,3,6.0,6.6,0.45,5349
7330,0,1,0,33,15,9,3,5.0,6.3,0.53,5359
7331,0,1,0,30,14,10,3,5.0,6.7,0.63,5318
7332,0,0,0,32,12,12,3,6.0,8.2,0.65,5250
7333,0,0,0,65,19,8,4,8.0,8.2,0.72,5407
7334,1,0,0,29,7,4,1,3.0,6.2,0.38,5071
7335,1,0,1,64,7,2,3,5.0,6.8,0.47,5222
7336,1,0,1,22,15,7,4,9.0,5.9,0.74,5315
7337,1,1,0,46,13,10,4,7.0,6.7,0.5,5284
7338,1,0,1,36,1,0,0,1.0,4.7,0.28,5067
7339,1,0,1,35,18,7,3,6.0,6.3,0.4,5153
7340,0,0,1,61,9,3,0,1.0,1.6,0.12,5166
7341,1,1,0,36,17,8,2,4.0,7.1,0.5,5229
7342,1,0,0,62,13,9,3,6.0,7.2,0.55,5371
7343,0,0,1,38,11,0,2,3.0,5.8,0.47,5216
7344,1,1,0,34,19,7,0,1.0,5.9,0.45,5317
7345,1,0,0,48,2,1,3,6.0,4.5,0.4,5050
7346,0,0,1,56,18,12,3,8.0,8.9,0.93,5082
7347,1,1,1,51,15,5,2,4.0,4.2,0.37,5331
7348,1,0,0,56,14,4,0,1.0,5.9,0.26,5230
7349,0,1,0,38,4,1,3,5.0,5.9,0.6,5221
7350,0,0,1,50,13,11,2,4.0,5.7,0.45,5191
7351,0,1,0,29,20,9,0,1.0,5.9,0.02,5216
7352,0,1,1,48,18,0,3,5.0,7.6,0.62,5188
7353,1,0,0,58,5,4,4,4.0,7.7,0.6,5332
7354,1,1,1,28,9,8,2,5.0,5.9,0.45,5139
7355,0,1,0,46,8,4,3,5.0,6.5,0.51,5294
7356,1,0,0,26,17,5,2,4.0,6.8,0.53,5391
7357,0,1,0,42,14,12,2,5.0,6.5,0.53,5111
7358,0,0,0,47,5,5,3,4.0,7.8,0.74,5362
7359,0,0,0,30,13,11,2,5.0,7.0,0.45,5176
7360,1,0,1,32,20,9,1,4.0,5.6,0.5,5256
7361,1,0,0,63,13,4,1,2.0,4.4,0.29,5115
7362,0,0,0,21,3,5,1,4.0,5.9,0.5,5267
7363,1,1,0,35,7,5,3,5.0,5.3,0.4,5093
7364,1,1,0,42,7,1,3,6.0,8.1,0.66,5155
7365,0,0,0,33,4,7,3,7.0,6.4,0.55,5390
7366,1,0,1,38,11,3,3,5.0,6.8,0.49,5062
7367,0,0,0,25,3,7,3,6.0,7.5,0.62,5247
7368,1,0,0,25,15,5,2,4.0,2.4,0.18,5405
7369,1,0,0,41,8,11,3,5.0,6.9,0.46,5406
7370,1,1,0,52,6,12,4,8.0,8.1,0.77,5072
7371,0,0,0,22,6,8,3,6.0,7.2,0.55,5269
7372,1,1,0,56,15,5,3,6.0,7.9,0.62,5169
7373,1,0,0,29,2,10,2,5.0,6.9,0.54,5353
7374,0,1,1,31,11,2,5,9.0,9.8,0.95,5278
7375,0,0,1,52,18,6,0,2.0,3.2,0.18,5390
7376,0,1,1,24,11,8,4,7.0,9.3,0.83,5123
7377,1,0,1,35,13,4,2,2.0,5.9,0.2,5155
7378,1,1,0,33,12,4,1,2.0,3.3,0.27,5124
7379,0,1,0,65,18,9,2,4.0,7.3,0.69,5183
7380,0,0,0,65,6,11,2,5.0,7.1,0.7,5229
7381,0,1,0,59,7,7,2,4.0,4.9,0.38,5144
7382,1,0,1,63,8,9,2,4.0,3.0,0.25,5278
7383,1,0,0,62,6,11,5,10.0,5.9,1.0,5285
7384,1,0,0,21,12,7,3,5.0,5.1,0.31,5254
7385,0,1,0,24,2,4,3,6.0,8.4,0.65,5337
7386,1,0,1,57,17,10,2,5.0,6.1,0.44,5325
7387,1,1,0,24,15,8,1,1.0,3.4,0.28,5177
7388,1,0,1,40,17,6,1,2.0,0.5,0.45,5248
7389,0,1,0,61,19,5,2,4.0,4.7,0.31,5157
7390,1,0,0,53,14,3,4,7.0,7.0,0.65,5319
7391,1,0,0,57,18,6,1,4.0,5.8,0.44,5060
7392,0,0,1,38,12,3,3,6.0,7.7,0.63,5323
7393,1,1,1,27,15,12,2,4.0,2.8,0.23,5279
7394,1,0,0,52,17,2,1,4.0,7.1,0.53,5287
7395,1,0,1,50,4,7,1,3.0,5.9,0.46,5078
7396,1,1,0,24,5,11,1,2.0,2.4,0.15,5345
7397,0,0,0,50,17,9,4,7.0,6.5,0.61,5283
7398,0,1,0,45,11,12,3,4.0,5.4,0.36,5379
7399,0,1,0,61,10,10,2,5.0,6.6,0.61,5268
7400,0,1,1,40,11,4,3,5.0,6.1,0.4,5267
7401,1,0,1,59,5,2,4,7.0,6.6,0.57,5313
7402,0,0,0,35,5,4,2,4.0,6.4,0.6,5105
7403,1,1,1,49,10,7,2,1.0,5.9,0.1,5346
7404,0,0,1,58,11,5,1,3.0,6.1,0.39,5301
7405,0,1,1,34,13,6,4,7.0,7.2,0.57,5293
7406,0,0,0,21,14,8,2,4.0,5.2,0.49,5377
7407,1,1,0,63,12,1,1,3.0,5.9,0.54,5175
7408,1,0,0,53,12,9,2,5.0,5.6,0.53,5282
7409,0,1,1,45,4,6,2,4.0,7.8,0.67,5349
7410,1,1,0,52,19,6,4,8.0,8.0,0.84,5080
7411,0,1,0,22,2,10,3,7.0,6.1,0.52,5366
7412,1,1,0,23,17,8,1,4.0,4.0,0.35,5063
7413,0,0,1,53,8,8,2,4.0,6.8,0.5,5114
7414,0,0,0,23,8,4,2,3.0,3.9,0.21,5125
7415,1,0,1,29,11,10,1,4.0,5.1,0.46,5267
7416,0,0,0,32,10,8,2,6.0,7.6,0.56,5156
7417,0,1,0,63,4,8,4,8.0,6.7,0.67,5135
7418,1,1,1,36,3,12,2,4.0,4.7,0.37,5256
7419,0,1,1,40,16,1,3,5.0,6.2,0.58,5361
7420,1,1,1,51,1,2,1,3.0,5.9,0.17,5373
7421,1,0,0,27,16,10,3,7.0,6.4,0.58,5167
7422,0,0,1,59,20,3,2,5.0,5.9,0.4,5176
7423,0,0,0,39,13,3,3,5.0,6.1,0.37,5111
7424,0,1,0,48,7,1,0,1.0,2.5,0.08,5305
7425,0,0,0,41,13,2,2,4.0,6.4,0.63,5334
7426,1,0,1,41,14,1,1,2.0,5.9,0.39,5319
7427,0,0,0,26,15,12,2,7.0,9.1,0.75,5299
7428,0,0,1,53,19,11,2,6.0,8.8,0.72,5399
7429,1,0,1,63,19,12,3,6.0,5.5,0.44,5225
7430,0,0,1,32,15,0,2,6.0,6.5,0.57,5334
7431,1,0,0,47,2,0,1,2.0,3.8,0.16,5269
7432,1,0,1,49,19,6,1,2.0,4.3,0.36,5239
7433,1,0,1,30,6,7,1,2.0,5.8,0.47,5165
7434,1,0,0,65,12,12,3,5.0,5.9,0.42,5183
7435,0,0,0,57,11,12,3,4.0,5.9,0.85,5055
7436,0,0,0,52,17,7,3,6.0,6.9,0.65,5196
7437,0,0,0,38,13,11,2,4.0,8.0,0.64,5179
7438,0,0,1,58,7,1,1,3.0,1.5,0.12,5305
7439,0,1,1,54,13,12,2,5.0,5.9,0.5,5266
7440,1,0,1,29,8,6,2,4.0,4.9,0.42,5358
7441,1,0,1,31,12,6,2,4.0,5.9,0.21,5330
7442,1,0,0,39,10,6,4,7.0,5.9,0.45,5299
7443,0,0,1,48,3,7,3,5.0,5.9,0.49,5121
7444,0,1,0,64,3,6,3,5.0,6.4,0.54,5188
7445,0,0,0,37,6,10,3,7.0,7.5,0.73,5257
7446,0,0,1,52,19,2,3,6.0,8.3,0.74,5249
7447,1,0,0,61,13,2,2,4.0,6.4,0.42,5051
7448,1,0,1,23,8,2,1,2.0,2.6,0.13,5315
7449,1,0,1,54,19,3,2,4.0,3.9,0.31,5276
7450,1,0,0,49,5,11,1,4.0,3.3,0.22,5290
7451,1,0,1,34,5,9,1,2.0,1.7,0.11,5262
7452,0,1,1,65,16,2,2,4.0,6.1,0.42,5254
7453,1,1,1,33,5,5,1,3.0,2.3,0.12,5119
7454,1,1,1,52,12,12,3,6.0,5.8,0.47,5315
7455,0,0,1,37,20,8,2,3.0,4.0,0.3,5127
7456,0,0,1,43,8,11,2,3.0,2.7,0.2,5256
7457,1,1,0,31,14,7,3,5.0,7.6,0.55,5102
7458,1,0,0,64,11,0,3,5.0,5.5,0.44,5240
7459,0,1,1,47,6,10,3,6.0,7.2,0.53,5246
7460,0,1,0,62,6,6,4,8.0,8.0,0.45,5185
7461,1,0,1,26,5,4,1,2.0,4.0,0.27,5408
7462,1,0,1,51,17,11,3,5.0,6.2,0.47,5204
7463,0,0,0,25,13,5,2,5.0,6.0,0.53,5178
7464,0,0,1,38,12,5,2,3.0,6.2,0.47,5148
7465,1,0,0,46,1,3,1,3.0,5.0,0.29,5343
7466,0,0,0,43,4,2,3,5.0,6.3,0.55,5209
7467,1,0,1,34,1,10,2,2.0,3.3,0.26,5234
7468,1,0,0,37,12,9,2,4.0,7.8,0.66,5294
7469,1,0,1,63,8,6,2,4.0,5.2,0.47,5260
7470,0,1,0,35,15,1,1,3.0,5.4,0.41,5237
7471,1,0,1,57,12,11,3,5.0,4.5,0.37,5219
7472,1,1,1,29,13,1,3,4.0,5.7,0.49,5342
7473,1,1,1,42,3,6,2,4.0,6.8,0.59,5359
7474,0,1,1,34,20,0,3,5.0,5.4,0.39,5313
7475,1,0,1,29,10,4,2,5.0,8.0,0.45,5254
7476,1,1,1,53,1,8,3,4.0,6.2,0.49,5164
7477,0,1,1,43,18,0,3,5.0,5.5,0.4,5218
7478,1,0,1,58,11,11,2,4.0,6.7,0.46,5119
7479,1,0,1,47,12,11,3,5.0,4.8,0.36,5292
7480,0,0,0,43,11,6,3,6.0,10.0,0.86,5101
7481,0,0,0,61,17,9,1,3.0,5.7,0.42,5224
7482,0,1,0,47,12,7,3,6.0,4.7,0.45,5372
7483,0,0,0,64,13,4,1,4.0,6.4,0.47,5130
7484,0,0,0,57,15,7,4,8.0,9.0,0.72,5385
7485,1,0,1,36,7,1,4,9.0,9.1,0.78,5340
7486,1,0,1,44,2,2,1,2.0,5.9,0.45,5373
7487,0,0,0,27,13,7,1,3.0,5.1,0.39,5366
7488,0,0,1,31,20,9,3,6.0,6.3,0.56,5347
7489,1,0,1,63,13,2,1,3.0,6.8,0.46,5313
7490,0,0,1,64,17,12,2,4.0,4.2,0.38,5123
